"Identifier","Source String","Context","Translation"
"ChannelThumbnail.save","Save","
-- CONTEXT --
","Save"
"ChannelThumbnail.upload","Upload image","
-- CONTEXT --
","Upload image"
"ChannelThumbnail.uploadFailed","Upload failed","
-- CONTEXT --
","Upload failed"
"ChannelThumbnail.uploadingThumbnail","Uploading","
-- CONTEXT --
","Uploading"
"ChannelThumbnail.zoomIn","Zoom in","
-- CONTEXT --
","Zoom in"
"ChannelThumbnail.zoomOut","Zoom out","
-- CONTEXT --
","Zoom out"
"ChannelTokenModal.close","Close","
-- CONTEXT --
","Close"
"ChannelTokenModal.copyTitle","Copy channel token","
-- CONTEXT --
","Copy channel token"
"ChannelTokenModal.copyTokenInstructions","Paste this token into Kolibri to import this channel","
-- CONTEXT --
","Paste this token into Kolibri to import this channel"
"Clipboard.backToClipboard","Clipboard","
-- CONTEXT --
","Clipboard"
"Clipboard.close","Close","
-- CONTEXT --
","Close"
"Clipboard.copiedItemsToClipboard","Copied in clipboard","
-- CONTEXT --
","Copied in clipboard"
"Clipboard.deleteSelectedButton","Delete","
-- CONTEXT --
","Delete"
"Clipboard.duplicateSelectedButton","Make a copy","
-- CONTEXT --
","Make a copy"
"Clipboard.emptyDefaultText","Use the clipboard to copy resources and move them to other folders and channels","
-- CONTEXT --
","Use the clipboard to copy resources and move them to other folders and channels"
"Clipboard.emptyDefaultTitle","No resources in your clipboard","
-- CONTEXT --
","No resources in your clipboard"
"Clipboard.moveSelectedButton","Move","
-- CONTEXT --
","Move"
"Clipboard.removedFromClipboard","Deleted from clipboard","
-- CONTEXT --
","Deleted from clipboard"
"Clipboard.selectAll","Select all","
-- CONTEXT --
","Select all"
"CommonMetadataStrings.accessibility","Accessibility","
-- CONTEXT --
Allows the user to filter for all the resources with accessibility features for learners with disabilities.","Accessibility"
"CommonMetadataStrings.algebra","Algebra","
-- CONTEXT --
A type of math category. See https://en.wikipedia.org/wiki/Algebra","Algebra"
"CommonMetadataStrings.all","All","
-- CONTEXT --
A label for everything in the group of activities.","All"
"CommonMetadataStrings.allLevelsBasicSkills","All levels -- basic skills","
-- CONTEXT --
Refers to a type of educational level.","All levels -- basic skills"
"CommonMetadataStrings.allLevelsWorkSkills","All levels -- work skills","
-- CONTEXT --
Refers to a type of educational level.","All levels -- work skills"
"CommonMetadataStrings.altText","Includes alternative text descriptions for images","
-- CONTEXT --
Alternative text, or alt text, is a written substitute for an image. It is used to describe information being provided by an image, graph, or any other visual element on a web page. It provides information about the context and function of an image for people with varying degrees of visual and cognitive impairments. When a screen reader encounters an image, it will read aloud the alternative text.
https://www.med.unc.edu/webguide/accessibility/alt-text/","Includes alternative text descriptions for images"
"CommonMetadataStrings.anthropology","Anthropology","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Anthropology","Anthropology"
"CommonMetadataStrings.arithmetic","Arithmetic","
-- CONTEXT --
Math category type. See https://en.wikipedia.org/wiki/Arithmetic","Arithmetic"
"CommonMetadataStrings.arts","Arts","
-- CONTEXT --
Refers to a category group type. See https://en.wikipedia.org/wiki/The_arts","Arts"
"CommonMetadataStrings.astronomy","Astronomy","
-- CONTEXT --
Science category type. See https://en.wikipedia.org/wiki/Astronomy","Astronomy"
"CommonMetadataStrings.audioDescription","Includes audio descriptions","
-- CONTEXT --
Content has narration used to provide information surrounding key visual elements for the benefit of blind and visually impaired users.
https://en.wikipedia.org/wiki/Audio_description","Includes audio descriptions"
"CommonMetadataStrings.basicSkills","Basic skills","
-- CONTEXT --
Category type. Basic skills refer to learning resources focused on aspects like literacy, numeracy and digital literacy.","Basic skills"
"CommonMetadataStrings.biology","Biology","
-- CONTEXT --
Science category type. See https://en.wikipedia.org/wiki/Biology","Biology"
"CommonMetadataStrings.browseChannel","Browse channel","
-- CONTEXT --
Heading on page where a user can browse the content within a channel","Browse channel"
"CommonMetadataStrings.calculus","Calculus","
-- CONTEXT --
Math category type. https://en.wikipedia.org/wiki/Calculus","Calculus"
"CommonMetadataStrings.captionsSubtitles","Includes captions or subtitles","
-- CONTEXT --
Accessibility filter to search for video and audio resources that have text captions for users who are deaf or hard of hearing.
https://www.w3.org/WAI/media/av/captions/","Includes captions or subtitles"
"CommonMetadataStrings.category","Category","
-- CONTEXT --
A title for the metadata that explains the subject matter of an activity","Category"
"CommonMetadataStrings.chemistry","Chemistry","
-- CONTEXT --
Science category type. See https://en.wikipedia.org/wiki/Chemistry","Chemistry"
"CommonMetadataStrings.civicEducation","Civic education","
-- CONTEXT --
Category type. Civic education is the study of the rights and obligations of citizens in society. See https://en.wikipedia.org/wiki/Civics","Civic education"
"CommonMetadataStrings.completion","Completion","CommonMetadataStrings.completion

-- CONTEXT --
A title for the metadata that explains when an activity is considered completed","Completion"
"CommonMetadataStrings.computerScience","Computer science","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Computer_science","Computer science"
"CommonMetadataStrings.create","Create","
-- CONTEXT --
Resource and filter label for the type of learning activity. Translate as a VERB","Create"
"CommonMetadataStrings.currentEvents","Current events","
-- CONTEXT --
Category type. Could also be translated as 'News'. See https://en.wikipedia.org/wiki/News","Current events"
"CommonMetadataStrings.dailyLife","Daily life","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Everyday_life","Daily life"
"CommonMetadataStrings.dance","Dance","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Dance","Dance"
"CommonMetadataStrings.digitalLiteracy","Digital literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Digital_literacy","Digital literacy"
"CommonMetadataStrings.diversity","Diversity","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Diversity_(politics)","Diversity"
"CommonMetadataStrings.drama","Drama","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Drama","Drama"
"CommonMetadataStrings.duration","Duration","
-- CONTEXT --
A title for the metadata that explains how long an activity will take","Duration"
"CommonMetadataStrings.earthScience","Earth science","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Earth_science","Earth science"
"CommonMetadataStrings.entrepreneurship","Entrepreneurship","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Entrepreneurship","Entrepreneurship"
"CommonMetadataStrings.environment","Environment","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Environmental_studies","Environment"
"CommonMetadataStrings.explore","Explore","
-- CONTEXT --
Resource and filter label for the type of learning activity. Translate as a VERB","Explore"
"CommonMetadataStrings.financialLiteracy","Financial literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Financial_literacy","Financial literacy"
"CommonMetadataStrings.forBeginners","For beginners","
-- CONTEXT --
Filter option and a label for the resources in the Kolibri Library.","For beginners"
"CommonMetadataStrings.forTeachers","For teachers","
-- CONTEXT --
Category type","For teachers"
"CommonMetadataStrings.geometry","Geometry","
-- CONTEXT --
Category type.","Geometry"
"CommonMetadataStrings.guides","Guides","
-- CONTEXT --
Category label in the Kolibri resources library; refers to any guide-type material for teacher professional development.","Guides"
"CommonMetadataStrings.highContrast","Includes high contrast text for learners with low vision","
-- CONTEXT --
Accessibility filter used to search for resources that have high contrast color themes for users with low vision ('display' refers to digital content, not the hardware like screens or monitors).
https://veroniiiica.com/2019/10/25/high-contrast-color-schemes-low-vision/","Includes high contrast text for learners with low vision"
"CommonMetadataStrings.history","History","
-- CONTEXT --
Category type.","History"
"CommonMetadataStrings.industryAndSectorSpecific","Industry and sector specific","
-- CONTEXT --
Subcategory type for technical and vocational training.","Industry and sector specific"
"CommonMetadataStrings.languageLearning","Language learning","
-- CONTEXT --
Category type.","Language learning"
"CommonMetadataStrings.learningActivity","Learning Activity","
-- CONTEXT --
A title for the category of education material interaction, i.e. watch, read, listen","Learning Activity"
"CommonMetadataStrings.learningSkills","Learning skills","
-- CONTEXT --
A category label and type of basic skill.
https://en.wikipedia.org/wiki/Study_skills","Learning skills"
"CommonMetadataStrings.lessonPlans","Lesson plans","
-- CONTEXT --
Category label in the Kolibri resources library; refers to lesson planning materials for teachers.","Lesson plans"
"CommonMetadataStrings.level","Level","
-- CONTEXT --
Refers to the educational learning level, such a preschool, primary, secondary, etc.","Level"
"CommonMetadataStrings.listen","Listen","
-- CONTEXT --
Resource and filter label for the type of learning activity with audio. Translate as a VERB","Listen"
"CommonMetadataStrings.literacy","Literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Literacy","Literacy"
"CommonMetadataStrings.literature","Literature","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Literature","Literature"
"CommonMetadataStrings.logicAndCriticalThinking","Logic and critical thinking","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Critical_thinking","Logic and critical thinking"
"CommonMetadataStrings.longActivity","Long activity","
-- CONTEXT --
Label with time estimation for learning activities that take more than 30 minutes.","Long activity"
"CommonMetadataStrings.lowerPrimary","Lower primary","
-- CONTEXT --
Refers to a level of learning. Approximately corresponds to the first half of primary school.","Lower primary"
"CommonMetadataStrings.lowerSecondary","Lower secondary","
-- CONTEXT --
Refers to a level of learning. Approximately corresponds to the first half of secondary school (high school).","Lower secondary"
"CommonMetadataStrings.mathematics","Mathematics","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Mathematics","Mathematics"
"CommonMetadataStrings.mechanicalEngineering","Mechanical engineering","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Mechanical_engineering.","Mechanical engineering"
"CommonMetadataStrings.mediaLiteracy","Media literacy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Media_literacy","Media literacy"
"CommonMetadataStrings.mentalHealth","Mental health","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Mental_health","Mental health"
"CommonMetadataStrings.music","Music","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Music","Music"
"CommonMetadataStrings.needsInternet","Internet connection","
-- CONTEXT --
Refers to a filter for resources.","Internet connection"
"CommonMetadataStrings.needsMaterials","Other supplies","
-- CONTEXT --
Refers to a filter for resources.
","Other supplies"
"CommonMetadataStrings.numeracy","Numeracy","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Numeracy","Numeracy"
"CommonMetadataStrings.peers","Working with peers","
-- CONTEXT --
Refers to a filter for resources that require a learner to work with other learners to be used.","Working with peers"
"CommonMetadataStrings.physics","Physics","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Physics.","Physics"
"CommonMetadataStrings.politicalScience","Political science","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Political_science.","Political science"
"CommonMetadataStrings.practice","Practice","
-- CONTEXT --
Resource and filter label for the type of learning activity with questions and answers. Translate as a VERB","Practice"
"CommonMetadataStrings.preschool","Preschool","
-- CONTEXT --
Refers to a level of education offered to children before they begin compulsory education at primary school.

See https://en.wikipedia.org/wiki/Preschool","Preschool"
"CommonMetadataStrings.professionalSkills","Professional skills","
-- CONTEXT --
Category type. Refers to skills that are related to a profession or a job.","Professional skills"
"CommonMetadataStrings.programming","Programming","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Computer_programming","Programming"
"CommonMetadataStrings.publicHealth","Public health","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Public_health.","Public health"
"CommonMetadataStrings.read","Read","
-- CONTEXT --
Resource and filter label for the type of learning activity with documents. Translate as a VERB","Read"
"CommonMetadataStrings.readReference","Reference","
-- CONTEXT --
Label displayed for the 'Read' learning activity, used instead of the time duration information, to indicate a resource that may not need sequential reading from the beginning to the end. Similar concept as the 'reference' books in the traditional library, that the user just  'consults', and does not read from cover to cover.","Reference"
"CommonMetadataStrings.readingAndWriting","Reading and writing","
-- CONTEXT --
School subject category","Reading and writing"
"CommonMetadataStrings.readingComprehension","Reading comprehension","
-- CONTEXT --
Category type.","Reading comprehension"
"CommonMetadataStrings.reflect","Reflect","
-- CONTEXT --
Resource and filter label for the type of learning activity. Translate as a VERB","Reflect"
"CommonMetadataStrings.school","School","
-- CONTEXT --
Category type.","School"
"CommonMetadataStrings.sciences","Sciences","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Science","Sciences"
"CommonMetadataStrings.shortActivity","Short activity","
-- CONTEXT --
Label with time estimation for learning activities that take less than 30 minutes.","Short activity"
"CommonMetadataStrings.signLanguage","Includes sign language captions","
-- CONTEXT --
https://en.wikipedia.org/wiki/Sign_language
https://en.wikipedia.org/wiki/List_of_sign_languages
Wherever communities of deaf people exist, sign languages have developed as useful means of communication, and they form the core of local Deaf cultures. Although signing is used primarily by the deaf and hard of hearing, it is also used by hearing individuals, such as those unable to physically speak, those who have trouble with spoken language due to a disability or condition (augmentative and alternative communication), or those with deaf family members, such as children of deaf adults. ","Includes sign language captions"
"CommonMetadataStrings.skillsTraining","Skills training","
-- CONTEXT --
Subcategory type for technical and vocational training.","Skills training"
"CommonMetadataStrings.socialSciences","Social sciences","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Social_science","Social sciences"
"CommonMetadataStrings.sociology","Sociology","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Sociology","Sociology"
"CommonMetadataStrings.softwareTools","Other software tools","
-- CONTEXT --
Refers to a filter for resources that need additional software to be used.","Other software tools"
"CommonMetadataStrings.softwareToolsAndTraining","Software tools and training","
-- CONTEXT --
Subcategory type for technical and vocational training.","Software tools and training"
"CommonMetadataStrings.specializedProfessionalTraining","Specialized professional training","
-- CONTEXT --
Level of education that refers to training for a profession (job).","Specialized professional training"
"CommonMetadataStrings.statistics","Statistics","
-- CONTEXT --
A math category. See https://en.wikipedia.org/wiki/Statistics","Statistics"
"CommonMetadataStrings.taggedPdf","Tagged PDF","
-- CONTEXT --
A tagged PDF includes hidden accessibility markups (tags) that make the document accessible to those who use screen readers and other assistive technology (AT).

https://taggedpdf.com/what-is-a-tagged-pdf/","Tagged PDF"
"CommonMetadataStrings.teacher","Working with a teacher","
-- CONTEXT --
Refers to a filter for resources that require a learner to work with a teacher to be used.","Working with a teacher"
"CommonMetadataStrings.technicalAndVocationalTraining","Technical and vocational training","
-- CONTEXT --
A level of education. See https://en.wikipedia.org/wiki/TVET_(Technical_and_Vocational_Education_and_Training)","Technical and vocational training"
"CommonMetadataStrings.tertiary","Tertiary","
-- CONTEXT --
A level of education. See https://en.wikipedia.org/wiki/Tertiary_education","Tertiary"
"CommonMetadataStrings.toUseWithPaperAndPencil","Paper and pencil","
-- CONTEXT --
Refers to a filter for resources.
","Paper and pencil"
"CommonMetadataStrings.topicLabel","Folder","
-- CONTEXT --
A collection of resources and other subfolders within a channel. Nested folders allow a channel to be organized as a tree or hierarchy.","Folder"
"CommonMetadataStrings.upperPrimary","Upper primary","
-- CONTEXT --
Refers to a level of education. Approximately corresponds to the second half of primary school.
","Upper primary"
"CommonMetadataStrings.upperSecondary","Upper secondary","
-- CONTEXT --
Refers to a level of education. Approximately corresponds to the second half of secondary school.","Upper secondary"
"CommonMetadataStrings.visualArt","Visual art","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Visual_arts","Visual art"
"CommonMetadataStrings.watch","Watch","
-- CONTEXT --
Resource and filter label for the type of learning activity with video. Translate as a VERB","Watch"
"CommonMetadataStrings.webDesign","Web design","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Web_design","Web design"
"CommonMetadataStrings.work","Work","
-- CONTEXT --
Top level category group that contains resources for acquisition of professional skills.","Work"
"CommonMetadataStrings.writing","Writing","
-- CONTEXT --
Category type. See https://en.wikipedia.org/wiki/Writing","Writing"
"CommunityStandardsModal.communityStandardsHeader","Community Standards","
-- CONTEXT --
","Community Standards"
"CommunityStandardsModal.coreValuesLink","Learn more about Learning Equality's core values","
-- CONTEXT --
","Learn more about Learning Equality's core values"
"CommunityStandardsModal.description","Learning Equality is a nonprofit organization dedicated to enabling equitable access to quality educational experiences. Along with our statement of Core Values, these Community Standards are intended to foster a supportive and inclusive environment for our users.","
-- CONTEXT --
","Learning Equality is a nonprofit organization dedicated to enabling equitable access to quality educational experiences. Along with our statement of Core Values, these Community Standards are intended to foster a supportive and inclusive environment for our users."
"CommunityStandardsModal.libraryDescription","The Kolibri Library is both a grassroots and curated effort to provide a wide variety of materials for all learners and learning purposes. To help us achieve these goals, we invite you to use Kolibri Studio in ways that:","
-- CONTEXT --
","The Kolibri Library is both a grassroots and curated effort to provide a wide variety of materials for all learners and learning purposes. To help us achieve these goals, we invite you to use Kolibri Studio in ways that:"
"CommunityStandardsModal.libraryItem1","Model good practices in open sharing and respect copyright. Create an ethical sharing community by labeling licenses, making sure you know the appropriate licenses for what you upload, and ensuring that appropriate written permissions are documented if needed. Studio is primarily designed to host materials which are openly licensed or come with special permissions for re-distribution and reproduction.","
-- CONTEXT --
","Model good practices in open sharing and respect copyright. Create an ethical sharing community by labeling licenses, making sure you know the appropriate licenses for what you upload, and ensuring that appropriate written permissions are documented if needed. Studio is primarily designed to host materials which are openly licensed or come with special permissions for re-distribution and reproduction."
"CommunityStandardsModal.libraryItem2","Keep materials clear, organized, and usable. We welcome resources created at all levels of production! To help them reach as many learners as possible, we invite you to fully utilize all metadata fields and aim for quality in comprehensibility, legibility, or digitization such that the content is usable and understandable.","
-- CONTEXT --
","Keep materials clear, organized, and usable. We welcome resources created at all levels of production! To help them reach as many learners as possible, we invite you to fully utilize all metadata fields and aim for quality in comprehensibility, legibility, or digitization such that the content is usable and understandable."
"CommunityStandardsModal.libraryItem3","Respect the community. Avoid obscenity and vulgarity, beyond specific educational purposes they might serve in some contexts. Hate speech of any kind, or promotion of violence or discrimination, will never be tolerated.","
-- CONTEXT --
","Respect the community. Avoid obscenity and vulgarity, beyond specific educational purposes they might serve in some contexts. Hate speech of any kind, or promotion of violence or discrimination, will never be tolerated."
"CommunityStandardsModal.libraryItem4","Kolibri Studio is for educational purposes only. It is not intended to be used for non-educational purposes such as recruitment, indoctrination, advertisement, file sharing, or personal media hosting.","
-- CONTEXT --
","Kolibri Studio is for educational purposes only. It is not intended to be used for non-educational purposes such as recruitment, indoctrination, advertisement, file sharing, or personal media hosting."
"CommunityStandardsModal.studioDescription","Kolibri Studio gives you access to the Kolibri Library, a growing library of educational materials, which we encourage you to use as your own. We built Kolibri Studio to help you prepare educational materials in a variety of ways, including but not limited to:","
-- CONTEXT --
","Kolibri Studio gives you access to the Kolibri Library, a growing library of educational materials, which we encourage you to use as your own. We built Kolibri Studio to help you prepare educational materials in a variety of ways, including but not limited to:"
"CommunityStandardsModal.studioItem1","Browsing. Selecting appropriate educational materials for your situation from the Kolibri Library, the listing of sources available on the public channels page in Kolibri Studio","
-- CONTEXT --
","Browsing. Selecting appropriate educational materials for your situation from the Kolibri Library, the listing of sources available on the public channels page in Kolibri Studio"
"CommunityStandardsModal.studioItem2","Curating. Reorganizing the materials in these channels by selecting, deleting, and reordering appropriate items","
-- CONTEXT --
","Curating. Reorganizing the materials in these channels by selecting, deleting, and reordering appropriate items"
"CommunityStandardsModal.studioItem3","Sharing. Creating and publishing new channels with what you find, either to share with your own implementations privately or to share with others on Kolibri Studio.","
-- CONTEXT --
","Sharing. Creating and publishing new channels with what you find, either to share with your own implementations privately or to share with others on Kolibri Studio."
"CommunityStandardsModal.studioItem4","Modifying & Creating. Adding your own assessment exercises to any existing materials","
-- CONTEXT --
","Modifying & Creating. Adding your own assessment exercises to any existing materials"
"CommunityStandardsModal.studioItem5","Hosting. Uploading your own materials (limited to materials you know are appropriately licensed to do so) from a local hard drive or other locations on the internet","
-- CONTEXT --
","Hosting. Uploading your own materials (limited to materials you know are appropriately licensed to do so) from a local hard drive or other locations on the internet"
"CompletionOptions.allContent","Viewed in its entirety","
-- CONTEXT --
","Viewed in its entirety"
"CompletionOptions.completeDuration","When time spent is equal to duration","
-- CONTEXT --
","When time spent is equal to duration"
"CompletionOptions.determinedByResource","Determined by the resource","
-- CONTEXT --
","Determined by the resource"
"CompletionOptions.exactTime","Time to complete","
-- CONTEXT --
","Time to complete"
"CompletionOptions.goal","When goal is met","
-- CONTEXT --
","When goal is met"
"CompletionOptions.practiceQuiz","Practice quiz","
-- CONTEXT --
","Practice quiz"
"CompletionOptions.reference","Reference material","
-- CONTEXT --
","Reference material"
"CompletionOptions.referenceHint","Progress will not be tracked on reference material unless learners mark it as complete","
-- CONTEXT --
","Progress will not be tracked on reference material unless learners mark it as complete"
"ConstantStrings.All Rights Reserved","All Rights Reserved","
-- CONTEXT --
","All Rights Reserved"
"ConstantStrings.All Rights Reserved_description","The All Rights Reserved License indicates that the copyright holder reserves, or holds for their own use, all the rights provided by copyright law under one specific copyright treaty.","
-- CONTEXT --
","The All Rights Reserved License indicates that the copyright holder reserves, or holds for their own use, all the rights provided by copyright law under one specific copyright treaty."
"ConstantStrings.CC BY","CC BY","
-- CONTEXT --
","CC BY"
"ConstantStrings.CC BY-NC","CC BY-NC","
-- CONTEXT --
","CC BY-NC"
"ConstantStrings.CC BY-NC-ND","CC BY-NC-ND","
-- CONTEXT --
","CC BY-NC-ND"
"ConstantStrings.CC BY-NC-ND_description","The Attribution-NonCommercial-NoDerivs License is the most restrictive of our six main licenses, only allowing others to download your works and share them with others as long as they credit you, but they can't change them in any way or use them commercially.","
-- CONTEXT --
","The Attribution-NonCommercial-NoDerivs License is the most restrictive of our six main licenses, only allowing others to download your works and share them with others as long as they credit you, but they can't change them in any way or use them commercially."
"ConstantStrings.CC BY-NC-SA","CC BY-NC-SA","
-- CONTEXT --
","CC BY-NC-SA"
"ConstantStrings.CC BY-NC-SA_description","The Attribution-NonCommercial-ShareAlike License lets others remix, tweak, and build upon your work non-commercially, as long as they credit you and license their new creations under the identical terms.","
-- CONTEXT --
","The Attribution-NonCommercial-ShareAlike License lets others remix, tweak, and build upon your work non-commercially, as long as they credit you and license their new creations under the identical terms."
"ConstantStrings.CC BY-NC_description","The Attribution-NonCommercial License lets others remix, tweak, and build upon your work non-commercially, and although their new works must also acknowledge you and be non-commercial, they don't have to license their derivative works on the same terms.","
-- CONTEXT --
","The Attribution-NonCommercial License lets others remix, tweak, and build upon your work non-commercially, and although their new works must also acknowledge you and be non-commercial, they don't have to license their derivative works on the same terms."
"ConstantStrings.CC BY-ND","CC BY-ND","
-- CONTEXT --
","CC BY-ND"
"ConstantStrings.CC BY-ND_description","The Attribution-NoDerivs License allows for redistribution, commercial and non-commercial, as long as it is passed along unchanged and in whole, with credit to you.","
-- CONTEXT --
","The Attribution-NoDerivs License allows for redistribution, commercial and non-commercial, as long as it is passed along unchanged and in whole, with credit to you."
"ConstantStrings.CC BY-SA","CC BY-SA","
-- CONTEXT --
","CC BY-SA"
"ConstantStrings.CC BY-SA_description","The Attribution-ShareAlike License lets others remix, tweak, and build upon your work even for commercial purposes, as long as they credit you and license their new creations under the identical terms. This license is often compared to ""copyleft"" free and open source software licenses. All new works based on yours will carry the same license, so any derivatives will also allow commercial use. This is the license used by Wikipedia, and is recommended for materials that would benefit from incorporating content from Wikipedia and similarly licensed projects.","
-- CONTEXT --
","The Attribution-ShareAlike License lets others remix, tweak, and build upon your work even for commercial purposes, as long as they credit you and license their new creations under the identical terms. This license is often compared to ""copyleft"" free and open source software licenses. All new works based on yours will carry the same license, so any derivatives will also allow commercial use. This is the license used by Wikipedia, and is recommended for materials that would benefit from incorporating content from Wikipedia and similarly licensed projects."
"ConstantStrings.CC BY_description","The Attribution License lets others distribute, remix, tweak, and build upon your work, even commercially, as long as they credit you for the original creation. This is the most accommodating of licenses offered. Recommended for maximum dissemination and use of licensed materials.","
-- CONTEXT --
","The Attribution License lets others distribute, remix, tweak, and build upon your work, even commercially, as long as they credit you for the original creation. This is the most accommodating of licenses offered. Recommended for maximum dissemination and use of licensed materials."
"ConstantStrings.Public Domain","Public Domain","
-- CONTEXT --
","Public Domain"
"ConstantStrings.Public Domain_description","Public Domain work has been identified as being free of known restrictions under copyright law, including all related and neighboring rights.","
-- CONTEXT --
","Public Domain work has been identified as being free of known restrictions under copyright law, including all related and neighboring rights."
"ConstantStrings.Special Permissions","Special Permissions","
-- CONTEXT --
","Special Permissions"
"ConstantStrings.Special Permissions_description","Special Permissions is a custom license to use when the current licenses do not apply to the content. The owner of this license is responsible for creating a description of what this license entails.","
-- CONTEXT --
","Special Permissions is a custom license to use when the current licenses do not apply to the content. The owner of this license is responsible for creating a description of what this license entails."
"ConstantStrings.audio","Audio","
-- CONTEXT --
","Audio"
"ConstantStrings.audio_thumbnail","Thumbnail","
-- CONTEXT --
","Thumbnail"
"ConstantStrings.bookmark","Starred","
-- CONTEXT --
","Starred"
"ConstantStrings.coach","Coaches","
-- CONTEXT --
","Coaches"
"ConstantStrings.do_all","Goal: 100% correct","
-- CONTEXT --
","Goal: 100% correct"
"ConstantStrings.do_all_description","Learner must answer all questions in the exercise correctly (not recommended for long exercises)","
-- CONTEXT --
","Learner must answer all questions in the exercise correctly (not recommended for long exercises)"
"ConstantStrings.document","Document","
-- CONTEXT --
","Document"
"ConstantStrings.document_thumbnail","Thumbnail","
-- CONTEXT --
","Thumbnail"
"ConstantStrings.edit","My channels","
-- CONTEXT --
","My channels"
"ConstantStrings.epub","EPub document","
-- CONTEXT --
","EPub document"
"ConstantStrings.exercise","Exercise","
-- CONTEXT --
","Exercise"
"ConstantStrings.exercise_thumbnail","Thumbnail","
-- CONTEXT --
","Thumbnail"
"ConstantStrings.firstCopy","Copy of {title}","
-- CONTEXT --
","Copy of {title}"
"ConstantStrings.gif","GIF image","
-- CONTEXT --
","GIF image"
"ConstantStrings.h5p","H5P App","
-- CONTEXT --
","H5P App"
"ConstantStrings.high_res_video","High resolution","
-- CONTEXT --
","High resolution"
"ConstantStrings.html5","HTML5 App","
-- CONTEXT --
","HTML5 App"
"ConstantStrings.html5_thumbnail","Thumbnail","
-- CONTEXT --
","Thumbnail"
"ConstantStrings.html5_zip","HTML5 zip","
-- CONTEXT --
","HTML5 zip"
"ConstantStrings.input_question","Numeric input","
-- CONTEXT --
","Numeric input"
"ConstantStrings.jpeg","JPEG image","
-- CONTEXT --
","JPEG image"
"ConstantStrings.jpg","JPG image","
-- CONTEXT --
","JPG image"
"ConstantStrings.json","JSON","
-- CONTEXT --
","JSON"
"ConstantStrings.learner","Anyone","
-- CONTEXT --
","Anyone"
"ConstantStrings.low_res_video","Low resolution","
-- CONTEXT --
","Low resolution"
"ConstantStrings.m_of_n","M of N...","
-- CONTEXT --
","M of N..."
"ConstantStrings.m_of_n_description","Learner must answer M questions correctly from the last N answered questions. For example, ‘3 of 5’ means learners must answer 3 questions correctly out of the 5 most recently answered.","
-- CONTEXT --
","Learner must answer M questions correctly from the last N answered questions. For example, ‘3 of 5’ means learners must answer 3 questions correctly out of the 5 most recently answered."
"ConstantStrings.mp3","MP3 audio","
-- CONTEXT --
","MP3 audio"
"ConstantStrings.mp4","MP4 video","
-- CONTEXT --
","MP4 video"
"ConstantStrings.multiple_selection","Multiple choice","
-- CONTEXT --
","Multiple choice"
"ConstantStrings.nthCopy","Copy {n, number, integer} of {title}","
-- CONTEXT --
","Copy {n, number, integer} of {title}"
"ConstantStrings.num_correct_in_a_row_10","Goal: 10 in a row","
-- CONTEXT --
","Goal: 10 in a row"
"ConstantStrings.num_correct_in_a_row_10_description","Learner must answer 10 questions in a row correctly","
-- CONTEXT --
","Learner must answer 10 questions in a row correctly"
"ConstantStrings.num_correct_in_a_row_2","Goal: 2 in a row","
-- CONTEXT --
","Goal: 2 in a row"
"ConstantStrings.num_correct_in_a_row_2_description","Learner must answer 2 questions in a row correctly","
-- CONTEXT --
","Learner must answer 2 questions in a row correctly"
"ConstantStrings.num_correct_in_a_row_3","Goal: 3 in a row","
-- CONTEXT --
","Goal: 3 in a row"
